reach_id	Distance	Elevation
102	203.6702467	231.3680573
102	254.5878084	237.9400024
102	305.5053701	237.2156677
102	2494.960522	246.7569885
103	0	245.0738373
103	874.9002856	243.4764709
103	895.2468038	243.5337677
103	915.5933221	243.5137177
103	935.9398404	243.5432281
103	956.2863587	243.7168732
103	976.6328769	243.7226563
103	996.9793952	244.1226501
104	0	240.4241486
104	393.7692796	229.8717194
104	416.9321784	231.4717255
104	440.0950772	231.519104
104	509.5837736	229.9092102
104	532.7466724	231.1223907
104	648.5611664	231.0253296
104	1134.982041	240.6180573
110	0	260.9125366
110	513.0917826	246.5561218
110	603.6373913	234.8050079
110	633.8192609	226.922348
110	694.183	227.0322418
110	724.3648696	224.6299896
110	754.5467391	233.1707764
110	1478.911609	255.9332733
111	0	245.7037811
111	120.6080548	241.219635
111	128.6485918	235.4638824
111	136.6891287	231.4638824
111	144.7296657	227.822998
111	152.7702027	225.6230011
111	160.8107397	225.6212463
111	393.9863122	243.7204437
112	0	228.7136993
112	0.492710011	228.9136963
112	7.390650159	227.2196045
112	15.27401033	227.2196045
112	15.76672034	227.2196045
112	17.24485037	227.6196136
112	21.67924047	228.8196106
112	24.14279052	228.8196106
114	0	227.3864594
114	0.408156807	227.1864624
114	5.306038492	226.9864502
114	10.20392018	225.7542572
114	15.10180186	225.3542633
114	17.1425859	225.3542633
114	17.5507427	225.3542633
114	19.99968355	225.3542633
117	0	248.1556702
117	1007.908832	237.5744476
117	1060.956665	233.782608
117	1114.004498	232.1622772
117	1140.528415	232.5142365
117	1220.100165	237.0830994
117	1246.624082	241.4427032
117	1299.671915	242.5561676
135	0	240.0475464
135	97.83068361	237.8547058
135	102.0841916	233.314682
135	106.3376996	233.314682
135	110.5912076	233.9146729
135	123.3517315	233.7146759
135	144.6192714	239.0826569
135	208.4218912	240.2422485
136	0	244.8313904
136	810.8051915	246.708252
136	853.479149	246.0563202
136	896.1531064	233.3500061
136	938.8270638	231.5500031
136	981.5010213	234.1414795
136	1024.174979	245.6843262
136	2091.023915	246.5627899
138	0	235.6327362
138	309.8067979	228.9600067
138	323.8889251	230.3600006
138	337.9710523	229.5600128
138	366.1353066	228.9600067
138	380.2174338	228.9600067
138	422.4638153	230.2479706
138	690.0242317	243.0522156
179	0	240.8240662
179	392.0346132	230.7115173
179	415.0954728	231.0961761
179	530.3997708	230.7231293
179	553.4606304	232.9231262
179	622.6432092	231.3422089
179	645.7040688	230.4755402
179	1129.98212	240.6538544
180	0	246.660965
180	345.4931031	229.9087219
180	361.9451556	230.7806854
180	378.3972081	230.3806763
180	394.8492607	228.9600067
180	427.7533657	228.9600067
180	444.2054182	228.9600067
180	806.1505738	229.9812164
183	0	236.531662
183	1459.82016	234.5515747
183	1493.769466	234.498642
183	1527.718772	235.0457306
183	1561.668079	236.2758026
183	1595.617385	235.4757996
183	1629.566691	236.2332916
183	1663.515997	236.454483
184	0	239.3750153
184	21.93607004	238.9256439
184	32.90410505	237.585556
184	43.87214007	238.1855469
184	54.84017509	238.4795837
184	76.77624513	237.6226501
184	87.74428014	239.022644
184	537.4337159	241.5908051
185	0	261.7892456
185	681.9113489	241.3669281
185	762.1362135	232.769165
185	782.1924296	231.3362427
185	802.2486457	230.3362427
185	842.361078	237.9953308
185	862.4172942	244.5953369
185	982.754591	244.5833893
200	0	246.1982117
200	569.6242339	246.3087921
200	640.8272631	242.7347412
200	658.6280204	238.9300079
200	676.4287777	240.1300049
200	694.2295351	243.2505646
200	712.0302924	243.3276978
200	872.2371082	245.3675385
207	0	234.750061
207	81.98980846	235.2023163
207	163.9796169	234.8544159
207	245.9694254	235.3012848
207	327.9592338	236.5922241
207	409.9490423	236.8022156
207	491.9388508	236.7605286
207	4017.500615	255.5605469
213	0	237.5838165
213	84.94909606	236.1325226
213	169.8981921	236.6889191
213	254.8472882	235.2064819
213	339.7963842	237.47995
213	424.7454803	237.2184753
213	509.6945763	237.9887085
213	4162.505707	255.57547
237	0	198.9880371
237	464.4997499	195.6841583
237	500.2304999	195.2841492
237	535.9612498	192.9700012
237	571.6919998	192.3699951
237	607.4227498	192.2516785
237	643.1534998	192.1888733
237	1750.806749	202.2852783
238	0	201.960968
238	70.22312555	200.5630951
238	140.4462511	193.5253448
238	175.5578139	194.2452393
238	351.1156277	192.8600006
238	632.0081299	193.5437469
238	737.3428182	201.3497162
238	1720.466576	203.9515228
242	0	234.9406281
242	784.7537298	209.8238831
242	882.8479461	209.3316193
242	915.5460181	207.5457764
242	948.2440902	205.631134
242	980.9421623	206.831131
242	1013.640234	210.9098663
242	1602.205532	233.3855591
243	0	233.1882477
243	24.26144474	230.5858307
243	48.52288948	229.6617584
243	72.78433422	230.6453705
243	97.04577896	230.6350708
243	121.3072237	230.4350739
243	145.5686684	230.5175781
243	1188.810792	241.711731
244	0	232.3331604
244	285.7097649	213.2265778
244	307.1379973	210.6265869
244	321.4234856	211.4029694
244	328.5662297	209.4029694
244	335.7089738	208.6029663
244	342.8517179	208.4029694
244	349.9944621	208.4029694
245	0	235.1645508
245	1345.50623	227.2101288
245	1416.322347	226.5452423
245	1487.138465	223.4683838
245	1557.954582	212.8808289
245	1628.770699	224.5658112
245	1699.586817	225.929718
245	3399.173633	242.8909607
246	0	235.329895
246	1343.55017	227.2589722
246	1414.263336	227.2990112
246	1484.976503	214.1906891
246	1555.68967	213.4106903
246	1626.402837	222.5990601
246	1697.116004	220.5012512
246	3464.945174	243.3415527
247	0	218.7238007
247	11.02023379	217.7345734
247	16.53035069	217.3345642
247	55.10116895	216.3699951
247	62.44799148	216.3699951
247	64.28469711	216.3699951
247	66.12140274	218.1357574
247	89.99857596	217.1357574
248	0	234.5086212
248	314.2807414	220.9475098
248	345.7088156	221.0607758
248	377.1368897	221.5540619
248	439.993038	219.361084
248	471.4211122	227.0251312
248	502.8491863	228.6138
248	1539.975633	236.8603058
256	0	200.4600067
256	43.67277836	202.9167328
256	87.34555671	203.0300903
256	131.0183351	203.0581665
256	174.6911134	202.8167725
256	218.3638918	203.757431
256	262.0366701	205.6040344
256	2139.966139	240.0119019
268	0	222.9600067
268	21.32619317	219.9600067
268	23.264938	219.9600067
268	36.83615184	222.5800018
268	75.61104851	227.8518829
268	81.42728301	232.8518829
268	85.30477268	235.2518768
268	94.99849684	237.7799225
270	0	217.5829773
270	496.1398723	211.9931641
270	511.1744139	211.5931549
270	541.2434971	212.5054321
270	556.2780387	210.0812531
270	571.3125803	212.9570007
270	586.3471218	215.0642395
270	736.6925377	215.6281891
271	0	224.1917877
271	152.4543334	219.6010895
271	203.2724445	217.4608612
271	228.6815	217.2137756
271	254.0905556	215.4137726
271	279.4996112	215.8186646
271	304.9086667	215.8535919
271	1245.043722	223.4926605
272	0	215.9174805
272	19.79661357	215.9134369
272	39.59322714	216.0383759
272	59.38984071	216.2383881
272	79.18645427	216.2578125
272	98.98306784	216.3588257
272	118.7796814	216.4785309
272	970.0340649	223.2752991
274	0	220.0576477
274	17.34754797	217.7258453
274	20.81705757	216.9258423
274	27.75607676	216.5258331
274	62.4511727	215.9956055
274	65.92068229	215.5956116
274	83.26823027	215.7618713
274	170.0059701	216.4578094
277	0	200.1926117
277	1794.850301	186.2230225
277	1856.741691	185.2103424
277	1918.63308	184.8000031
277	1980.52447	191.8066864
277	2042.41586	192.7023315
277	2104.307249	192.0646362
277	3032.678095	199.2757721
285	0	200.2797394
285	262.2240136	196.9819946
285	305.9280159	193.8597717
285	349.6320181	193.1600037
285	393.3360204	193.1600037
285	437.0400227	193.3950348
285	480.7440249	193.388092
285	2141.496111	203.2567902
295	0	213.9623108
295	279.2519442	213.9199219
295	285.7461755	213.9199219
295	292.2404067	213.9199219
295	298.734638	213.9199219
295	305.2288693	213.7199249
295	311.7231005	213.9199219
295	318.2173318	213.9199219
296	0	214.4264679
296	447.7303904	211.8842163
296	485.0412563	212.4783325
296	522.3521222	210.1687622
296	559.662988	210.4797363
296	596.9738539	210.4514923
296	634.2847198	216.5752258
296	1828.232428	233.0363617
297	0	211.7633514
297	14.72025752	211.3633575
297	19.91564253	211.3633575
297	20.78154003	210.7000885
297	21.64743754	210.9001007
297	27.70872005	211.5000916
297	35.50179756	211.8931732
297	42.42897757	211.8931732
298	0	201.429718
298	667.8465756	188.5154724
298	707.1316682	188.1411133
298	746.4167609	188.6646271
298	785.7018536	188.5611267
298	824.9869463	197.765213
298	864.272039	197.5113983
298	1924.969541	202.6779785
299	0	204.4268951
299	571.3967061	192.4435425
299	615.3502989	190.6446991
299	659.3038917	190.8640137
299	703.2574845	190.694809
299	747.2110772	196.4159546
299	791.16467	196.9438171
299	2153.726046	203.0971375
301	0	204.3487549
301	2211.249392	202.4066162
301	2262.673797	202.3700409
301	2314.098201	202.0348053
301	2365.522606	202.0567017
301	2416.94701	192.8795776
301	2468.371415	191.6842194
301	2519.795819	192.0227661
304	0	218.1804047
304	0.510196009	218.1804047
304	1.020392018	218.1804047
304	15.30588026	218.2106934
304	17.3466643	218.2106934
304	17.85686031	218.2106934
304	20.40784035	218.4106903
304	24.99960443	218.4106903
306	0	201.2497253
306	1673.395157	188.756958
306	1712.311324	188.3136749
306	1751.22749	187.8640594
306	1790.143656	186.280899
306	1829.059823	185.6799927
306	1867.975989	185.0800018
306	1906.892156	190.536087
307	0	196.5701294
307	2316.816054	201.9513092
307	2370.695497	202.3087463
307	2424.57494	202.0348053
307	2478.454383	202.1080475
307	2532.333826	199.5523224
307	2586.213269	192.9056854
307	2640.092713	192.0466309
308	0	218.6885071
308	0.330940184	218.8885193
308	0.661880369	218.8885193
308	6.94974387	218.7387238
308	10.92102608	219.419754
308	13.23760737	219.419754
308	13.56854755	219.419754
308	16.21606903	219.419754
311	0	227.0871887
311	1230.592773	217.4112701
311	1264.775906	216.5758057
311	1298.959038	215.737915
311	1333.142171	214.6569977
311	1367.325304	213.0765686
311	1401.508436	215.8250122
311	1674.973497	219.6423187
312	0	200.9447937
312	810.5386679	198.1049957
312	872.8877962	196.335907
312	935.2369245	191.7899933
312	997.5860528	193.2430267
312	1059.935181	193.0947723
312	1122.284309	193.0700836
312	3055.107287	201.4228363
315	0	235.7428894
315	600.6081086	216.25914
315	643.5086877	213.1927643
315	664.9589773	210.2225494
315	686.4092669	212.0046539
315	750.7601357	219.3640442
315	772.2104253	226.4494476
315	1051.06419	232.6244659
317	0	236.2230682
317	379.4567401	229.8261261
317	391.3147633	219.6261292
317	403.1727864	215.026123
317	438.7468558	215.0200043
317	450.6048789	215.0200043
317	498.0369714	223.1207581
317	581.0431333	225.9509125
318	0	191.6764832
318	0.8980935	191.2764893
318	13.47140249	192.022934
318	17.06377649	191.4229279
318	18.85996349	191.4229279
318	19.75805699	191.4229279
318	22.45233749	191.822937
318	44.00658148	192.2035675
320	0	211.2420349
320	166.2523203	203.4912109
320	176.6430903	204.291214
320	187.0338603	202.0327911
320	192.2292453	201.0327911
320	244.1830954	197.4041443
320	249.3784804	197.4274445
320	254.5738654	197.0274506
322	0	220.1404572
322	25.13323269	220.2471924
322	50.26646538	220.2471924
322	75.39969807	222.4242249
322	100.5329308	222.9929352
322	125.6661635	221.7014618
322	150.7993961	223.8740234
322	1231.528402	224.9040222
323	0	199.2826691
323	18.22417813	197.4395294
323	36.44835627	194.7341309
323	54.6725344	195.7097626
323	72.89671253	195.4753723
323	91.12089066	196.0753784
323	109.3450688	196.0298615
323	892.9847285	203.6841583
325	0	211.8645172
325	356.7939603	206.5106659
325	374.6336583	202.7787933
325	463.8321484	201.193985
325	481.6718464	201.193985
325	535.1909405	206.0270691
325	553.0306385	211.5992432
325	874.1452027	212.994278
328	0	219.0148468
328	9.490129185	219.0148468
328	12.65350558	218.8148499
328	15.81688197	219.0148468
328	31.63376395	218.6459808
328	34.79714034	218.6459808
328	37.96051674	219.0459747
328	155.0054434	220.3743134
329	0	218.8314972
329	675.4000486	206.3656769
329	712.9222735	208.3469849
329	750.4444985	203.826355
329	787.9667234	203.8026733
329	825.4889483	203.7351379
329	863.0111732	203.8130493
329	1838.589021	217.2609863
330	0	202.3982697
330	468.8113181	197.9443359
330	491.1356665	195.4476013
330	513.460015	194.6532898
330	535.7843635	193.9264679
330	558.108712	194.5690613
330	580.4330605	195.5690613
330	1093.893075	199.5228424
331	0	229.1179657
331	41.0900961	227.124939
331	54.7867948	221.3249359
331	61.63514415	217.9032593
331	116.4219389	219.0639496
331	150.6636857	218.6386414
331	157.512035	219.0386353
331	335.5691181	220.1836853
332	0	234.5286407
332	63.54027185	232.3837585
332	111.1954757	231.7318878
332	127.0805437	229.0338745
332	142.9656117	225.253418
332	158.8506796	224.5769653
332	190.6208156	231.9352417
332	778.3683302	241.0936737
334	0	221.3126068
334	5.745880285	220.9126129
334	7.95583424	220.9126129
334	8.397825031	220.9126129
334	11.04976978	221.3126068
334	15.0276869	221.1126099
334	16.35365927	221.4009094
334	21.65754877	221.4009094
335	0	214.7082672
335	1590.345525	207.1448364
335	1628.210895	201.1776733
335	1666.076265	200.8904877
335	1703.941634	203.3345947
335	1741.807004	205.1975708
335	1779.672373	207.0810089
335	1817.537743	209.2205963
337	0	234.3541565
337	522.3309314	232.7219238
337	554.9766146	230.1811829
337	587.6222978	230.5823822
337	620.267981	230.9823761
337	652.9136643	231.7819977
337	685.5593475	232.6404266
337	1566.992794	230.809906
341	0	237.4446564
341	1785.776997	231.7858276
341	1849.554747	230.2019958
341	1913.332497	231.7070313
341	1977.110247	231.983902
341	2040.887997	231.9364777
341	2104.665747	232.2560425
341	3125.109745	230.4835052
342	0	234.6414032
342	1323.040602	230.7039948
342	1386.042535	231.3731079
342	1449.044469	225.5479279
342	1512.046402	226.2050323
342	1575.048336	226.864624
342	1638.050269	228.204422
342	3087.094738	234.4909363
343	0	237.7476807
343	258.8866424	236.6776123
343	264.907262	236.8776093
343	270.9278816	236.8776093
343	276.9485012	237.0229187
343	282.9691207	237.2229156
343	288.9897403	237.2229156
343	295.0103599	237.2229156
344	0	234.7531128
344	1301.47306	231.8158722
344	1358.058845	231.8848114
344	1414.64463	230.7489471
344	1471.230415	231.6995544
344	1527.8162	232.7238617
344	1584.401986	233.1758728
344	2772.703475	241.6658325
345	0	235.5530396
345	91.91540562	234.9956818
345	110.2984867	235.1956787
345	183.8308112	235.2293243
345	202.2138924	235.2293243
345	257.3631357	235.6173248
345	294.129298	235.687027
345	900.7709751	236.652832
348	0	231.5992126
348	88.89880982	229.3883514
348	92.93966481	228.7883606
